transaction_id,account_id,timestamp,ip_address,country,amount,tx_velocity_1h,tx_velocity_24h,user_avg_amount_24h,amount_to_avg_ratio,time_of_day_hour,is_weekend,device_fingerprint_age_days,is_international,account_age_days,failed_attempts_1h,distance_from_home_km,is_fraud
7775f6d9-f9f0-4c99-9262-a918f4dd83c5,acc_2371227f,2026-07-14T01:30:16,204.140.166.33,USA,38.22,1,3,68.12,0.5611,16,0,10,0,955,0,4.1,0
8db9c39b-50d3-46f8-a333-cf2dcd322a98,acc_2eea6e58,2026-07-11T04:38:58,190.187.54.135,USA,47.32,0,2,54.04,0.8756,19,1,132,0,102,0,5.0,0
418aeb2e-352e-4768-8217-14981d26b39d,acc_1bc40312,2026-08-01T17:30:33,46.79.232.77,USA,94.17,0,1,88.14,1.0684,9,1,91,0,291,0,5.1,0
7aa87ed4-f0b5-4c1a-95aa-a8b5a67ada53,acc_9f93782f,2026-07-19T17:34:03,81.165.235.126,USA,50.04,1,3,42.35,1.1816,22,1,359,0,809,2,2.2,0
f6930912-8643-4528-823c-d520559c74fe,acc_1e0c8f47,2026-07-15T22:04:13,201.85.203.65,USA,101.55,0,2,107.14,0.9478,10,0,47,0,190,0,2.6,0
db3bbdb0-8c0f-489d-94ff-f8f96fe2ef10,acc_c6d84d76,2026-08-04T06:17:50,193.162.38.147,BY,48.64,2,6,77.48,0.6278,14,0,189,1,293,0,9.8,0
187aea98-b0a6-43ed-8e91-e28759c9c90f,acc_4c740baa,2026-08-05T05:02:02,19.32.108.230,USA,144.49,1,3,144.11,1.0026,5,0,190,0,1142,0,4.4,0
b61d170a-4bd6-40e6-8425-d02043892f66,acc_7ff8af72,2026-07-10T19:36:03,47.131.23.177,USA,95.42,0,3,96.36,0.9902,6,0,38,0,109,1,1.7,0
7540fa94-8fbc-45f7-b432-8c102819ecd7,acc_e594bd59,2026-07-21T19:31:11,190.89.36.240,USA,222.4,2,4,248.58,0.8947,13,0,181,0,1193,0,3.4,0
d82ea394-2209-4287-9178-827d601c5a40,acc_17ce0497,2026-07-21T18:22:45,86.182.5.238,USA,122.63,0,3,172.83,0.7095,21,0,40,0,782,0,0.8,0
6f0d7229-1b38-4c72-ac64-8459df22367d,acc_e8a56528,2026-08-01T17:43:54,89.70.152.157,USA,50.1,1,6,73.54,0.6813,7,0,211,0,309,0,0.5,0
d6fc6be3-7a0e-467f-b49e-3ac4cb9178a0,acc_5d6c17c1,2026-07-25T10:34:40,115.157.206.188,USA,52.17,2,5,48.64,1.0726,1,0,60,0,67,2,11.4,0
2ef3272f-3ea4-497d-a225-70ec32459036,acc_37672db8,2026-07-20T04:32:16,46.10.119.141,USA,43.51,0,1,33.11,1.3141,17,0,120,0,563,0,19.2,0
bc8a764c-b936-4767-ad7a-453f92783304,acc_557f4886,2026-07-09T04:43:37,152.80.92.126,USA,57.52,2,6,84.21,0.6831,15,0,120,0,859,0,11.1,0
59fe43af-db30-4f76-878d-9893cf916133,acc_6f40bd5b,2026-07-30T23:11:36,205.34.74.93,USA,203.65,1,3,153.16,1.3297,17,0,55,0,991,0,7.8,0
92930ab7-8755-4f24-b23e-9e10e92626cb,acc_279d82ab,2026-07-17T21:49:06,167.209.238.163,USA,169.4,1,3,115.35,1.4686,20,0,208,0,933,0,19.2,0
b11184e7-9c4c-47b3-acaf-3d2ff026a418,acc_f4648ed7,2026-07-08T14:58:13,111.255.138.44,UG,197.52,1,4,180.95,1.0916,12,1,54,1,498,0,7.7,0
2ca9ff8f-ca89-4a53-877e-23423081bb69,acc_d3d5e382,2026-07-30T21:57:30,159.166.239.246,USA,73.15,0,3,54.11,1.3519,21,1,30,0,1063,0,6.5,0
9a7d509d-e6e8-490b-a15d-3b1fa8cdf44d,acc_435f132f,2026-08-01T23:27:08,175.115.180.155,USA,23.6,2,5,38.92,0.6064,11,0,28,0,421,0,4.4,0
edfc1ab2-c198-4cfb-a5cf-9236bdce8c96,acc_58ed7071,2026-07-22T13:54:12,121.64.12.116,USA,164.6,3,4,173.09,0.951,20,0,310,0,866,0,46.2,0
0afd87b8-de73-4241-a7d1-825525c6316c,acc_74b5ec5b,2026-07-14T18:14:33,71.38.37.6,USA,236.87,0,4,266.71,0.8881,6,0,46,0,742,0,7.2,0
e4000916-54ab-4f9a-8cbf-946f5204eef6,acc_5f84a3bc,2026-08-02T02:41:01,111.183.213.122,USA,82.31,1,4,82.18,1.0016,13,0,256,0,515,0,5.5,0
b4f8526e-518d-4f34-872d-9cf5280d0b0e,acc_6b7d8fc7,2026-07-13T10:48:32,53.123.135.117,USA,51.47,1,2,41.1,1.2523,12,0,118,0,869,0,2.9,0
484204d5-2bb9-4661-9884-23547613ef44,acc_ef02f3bf,2026-07-23T17:18:18,136.39.57.41,USA,71.92,1,6,58.48,1.2298,19,0,39,0,343,0,8.0,0
6a12de3d-92c1-4abb-949e-011f7600beed,acc_bef21614,2026-07-08T19:28:46,218.148.220.212,TH,5.86,1,2,11.22,0.5223,14,0,312,1,107,0,8.0,0
28c5b1e3-e8ac-4518-ab8f-54d8df40fe04,acc_e7e75e3a,2026-07-18T16:25:30,18.60.37.221,USA,59.21,0,1,57.08,1.0373,20,0,317,0,999,0,2.9,0
6c9c3408-715a-4767-971c-7bb0b2540c88,acc_8fb088e9,2026-07-21T22:51:41,100.34.105.198,USA,33.92,0,2,36.39,0.9321,17,0,199,0,1197,0,12.7,0
44bc4b68-c8f6-470f-8f99-8803e2d1fc94,acc_6e2c9074,2026-08-03T02:16:55,22.85.53.176,USA,28.81,0,2,33.59,0.8577,13,0,5,0,1066,0,1.7,0
4a0e995d-c5db-4545-9498-75b39a346b51,acc_fbcbe777,2026-07-16T20:55:04,86.120.122.253,USA,50.22,0,3,46.29,1.0849,8,0,9,0,281,0,0.8,0
9eca5057-1ad9-40a0-b7ea-c298dd25d62b,acc_9c5322ec,2026-07-13T02:40:59,84.216.47.226,USA,102.3,2,3,109.54,0.9339,3,1,90,0,485,0,2.5,0
9ff9cc0c-4b35-4e49-88cd-12017b8a23a5,acc_daa472d4,2026-07-11T16:32:10,39.157.11.163,USA,17.7,0,1,29.29,0.6043,13,1,19,0,304,0,1.4,0
833b22f2-c0cf-4fd0-9ec2-fce450e0239a,acc_9bea8b57,2026-08-05T00:26:19,26.26.193.78,USA,67.39,0,3,74.12,0.9092,13,0,110,0,1187,0,0.0,0
e92d60b4-8ab1-4896-bfed-587b1d0be901,acc_d607ff4a,2026-07-31T02:39:32,117.94.74.193,USA,102.5,1,5,107.21,0.9561,17,0,42,0,463,0,4.4,0
89b8b7ee-c5f8-43cf-b4ce-8477f8bca9ac,acc_f196a235,2026-08-01T16:22:06,68.48.176.185,USA,45.9,0,2,42.26,1.0861,0,0,57,0,45,0,15.2,0
19c07821-a109-4f2f-a75c-01d5c09216f6,acc_149bb529,2026-07-29T09:34:39,213.92.32.255,USA,47.41,0,5,85.0,0.5578,21,1,58,0,785,0,12.0,0
f26972f4-5b7e-4b6a-88b0-03016daac14d,acc_768382cf,2026-07-08T23:41:30,190.14.43.0,USA,108.35,1,4,93.71,1.1562,14,0,92,0,936,0,16.1,0
c3ae8ce6-804c-4400-9886-5cd0370e41ad,acc_7025502c,2026-07-24T14:47:55,104.24.46.167,USA,86.59,2,6,73.01,1.186,13,0,190,0,782,0,1.5,0
613bf82d-e0e3-44df-8181-114c3a92c299,acc_9295ab2b,2026-07-24T14:30:10,18.236.137.117,USA,68.34,0,2,101.25,0.675,17,1,32,0,974,0,14.6,0
afe2487f-4fdf-4f5d-bc75-ed5399b32070,acc_12af3c9e,2026-07-28T08:23:04,118.132.58.92,USA,101.47,2,4,312.06,0.3252,15,0,326,0,628,0,18.8,0
5f082eb7-8cc8-411c-9e93-771fd9883ed3,acc_f843ade7,2026-07-14T01:50:56,189.204.97.170,USA,71.28,0,4,70.6,1.0096,10,0,21,0,393,0,10.5,0
756b43f6-2870-461a-b4b4-6c766f411c62,acc_8456048b,2026-07-16T00:17:59,221.31.73.46,BA,450.86,1,3,75.48,5.9732,2,1,4,1,50,0,98.9,1
4b5f5718-68ac-4285-8a56-30dfd3cae394,acc_01cd8d03,2026-07-20T04:35:24,143.4.235.76,USA,221.13,0,4,195.42,1.1316,16,0,136,0,202,0,5.0,0
77b8d504-8e68-4e7d-baed-5fcb2bacbdbd,acc_630a6fc6,2026-08-03T17:41:52,213.94.84.94,USA,28.03,1,3,72.31,0.3876,17,0,22,0,179,0,7.1,0
09fa900d-51f6-4614-b9b4-2e6e1f286a6b,acc_7965b986,2026-07-31T11:18:56,96.215.134.151,USA,47.24,0,2,34.49,1.3697,10,0,164,0,1104,0,16.9,0
b0067b61-dc83-496f-92a6-e3d4fe58a970,acc_b3071043,2026-07-27T22:44:43,113.104.132.57,USA,135.37,0,4,108.51,1.2475,6,0,230,0,824,0,14.0,0
6dcc58b3-14aa-4503-9c31-d0004eeccb78,acc_d10d1d29,2026-07-27T12:12:40,220.112.141.67,USA,202.84,1,3,162.7,1.2467,8,0,194,0,531,0,9.3,0
dccc2755-c2ab-44f3-97f7-5d2bca71b164,acc_c4dba2f5,2026-07-22T10:43:51,66.25.190.204,USA,72.91,0,0,57.57,1.2665,11,0,154,0,851,0,2.8,0
06a2e7d0-8a79-414d-a47f-a91b9a1fc8df,acc_7454dda1,2026-07-12T16:19:19,17.182.66.107,USA,99.22,0,3,80.14,1.2381,7,0,52,0,281,0,1.4,0
f962243c-2264-48a7-8d2d-37ff4dc90ce3,acc_dff17d8c,2026-07-14T05:15:12,172.235.132.218,USA,173.12,1,5,136.22,1.2709,0,1,56,0,284,0,7.8,0
812f8be9-b281-45ce-8757-e71ce0c05bf9,acc_e5c7489f,2026-07-18T10:06:37,34.100.136.146,USA,60.69,0,3,72.19,0.8407,19,0,28,0,435,0,10.9,0
08cf2722-305c-4ecf-8e7f-3d7b80fda15c,acc_b4c703c2,2026-07-17T05:51:10,12.100.94.164,USA,57.57,3,6,54.72,1.0521,18,1,290,0,679,0,0.1,0
ff0bcde0-ab2b-45ea-88e9-cc0ca913c5e7,acc_2ef1fe47,2026-07-27T15:38:54,25.102.205.187,USA,44.98,1,2,47.96,0.9379,19,1,253,0,1012,0,12.0,0
8e11815d-c3c8-457c-a756-e13677438b77,acc_6ac483b2,2026-07-26T07:08:23,114.223.115.229,USA,28.77,1,3,29.91,0.9619,14,0,129,0,547,0,4.5,0
864d5c41-0f03-4060-95d6-cd21ef314ada,acc_d299dcb8,2026-08-05T05:52:43,165.155.39.189,USA,119.27,1,5,115.46,1.033,9,0,296,0,450,0,5.7,0
74558d86-34c5-4c98-b175-1d57667acf12,acc_14bb6a5b,2026-07-30T11:06:15,141.246.236.229,USA,81.03,0,1,122.19,0.6631,6,1,122,0,686,1,8.0,0
a0f4dcea-43f7-4ddf-addc-7a9d61d64baa,acc_3c6309cb,2026-07-15T15:51:39,98.122.25.138,USA,140.27,0,2,97.98,1.4316,16,0,45,0,390,0,8.5,0
8f7e91de-5941-409a-a6bd-483a2271e3be,acc_12c4d001,2026-08-03T13:21:28,184.95.120.148,USA,22.62,0,2,25.47,0.8881,11,0,51,0,812,0,22.2,0
9c08de1b-8fa9-47a9-b220-abf900a5a790,acc_86bcf89c,2026-07-07T21:12:30,174.191.69.74,USA,218.04,0,2,175.26,1.2441,19,0,22,0,872,0,9.6,0
9bf85468-a0c1-40af-b984-e1f8ddcb32bb,acc_15e65034,2026-07-24T03:24:10,100.41.198.24,USA,49.75,3,5,34.34,1.4487,12,0,46,0,888,0,14.1,0
7814d3b3-838f-4733-8075-0377f4f3214b,acc_032fd42a,2026-07-18T02:55:58,84.128.124.8,USA,61.21,1,4,72.18,0.848,17,0,15,0,490,0,4.9,0
edfded9c-4cda-48bb-929a-46be3be60ad6,acc_d254d6e9,2026-07-31T12:32:27,20.153.179.152,USA,64.53,0,0,44.63,1.4459,13,0,50,0,453,0,3.1,0
17e678cb-909e-488b-a036-37679d3f6257,acc_8df3d9c5,2026-07-30T22:46:21,22.45.85.233,USA,81.59,0,2,57.14,1.4279,17,0,35,0,399,0,2.9,0
c5075180-c763-4111-89f5-eaf8f67ea7fe,acc_f8640b10,2026-08-04T15:22:33,164.68.209.89,USA,44.32,0,3,93.98,0.4716,9,0,6,0,508,0,8.0,0
3e3a0dfc-5424-4ae4-be78-af27e93bda3b,acc_31fea869,2026-07-24T08:51:30,117.9.124.228,USA,40.17,2,5,56.51,0.7108,17,0,76,0,625,0,6.4,0
2ad0a1c8-d98b-4a7d-b5c1-6a6b2651d311,acc_c48c7def,2026-07-13T10:22:33,154.94.138.95,USA,83.41,0,2,70.72,1.1794,13,0,93,0,805,0,7.6,0
33607171-4e5f-47a1-aa48-b1cfc3a9b5e4,acc_12f32100,2026-07-18T20:50:39,28.57.52.219,USA,35.11,1,1,41.92,0.8375,9,1,153,0,1077,0,2.6,0
1f737931-b137-4223-bbeb-914b115626bb,acc_70768dee,2026-07-27T13:32:02,187.175.184.31,USA,22.57,1,4,35.1,0.643,11,1,69,0,543,0,6.5,0
91f4d79e-608f-4a5d-abdc-3f66b5df37d2,acc_85d6d035,2026-08-05T13:16:41,96.110.238.249,USA,36.91,0,0,30.57,1.2074,18,0,46,0,1005,0,10.0,0
9326dffd-5be4-4f51-9269-869861a11729,acc_8e96cf37,2026-07-21T03:51:17,199.151.40.124,USA,104.38,1,3,90.0,1.1598,20,1,365,0,246,0,16.5,0
ed93d08d-f36d-472a-832f-a7c736adf135,acc_cacdf044,2026-07-22T07:30:09,45.72.28.141,AT,5977.44,5,9,74.03,80.7435,1,1,0,1,49,1,7679.7,1
061ead52-f6e3-4b43-9295-594c47075ff2,acc_e8a63c49,2026-07-27T00:17:42,63.118.123.1,USA,46.12,2,3,60.52,0.7621,22,0,36,0,1092,0,28.7,0
34e21cae-1fef-4aa6-a394-dbb8b4603875,acc_86c1c0ff,2026-07-10T03:52:36,116.8.124.76,USA,60.55,0,1,53.31,1.1358,10,0,24,0,372,0,0.6,0
bab5c54b-5a48-4fd6-aef0-17e7888546da,acc_c5555b03,2026-07-26T11:51:14,108.204.74.126,USA,96.82,1,3,100.1,0.9672,9,0,73,0,791,0,1.1,0
e46b723b-52cd-4718-a7cd-d8510d122667,acc_2b9424be,2026-07-29T06:26:30,162.228.74.20,USA,250.25,1,1,265.1,0.944,10,0,146,0,280,0,6.1,0
2298b406-9efe-4c7a-ac3a-b2564d9194ea,acc_33c64e3b,2026-07-29T23:05:13,52.11.239.40,USA,129.82,0,2,110.46,1.1753,17,0,24,0,881,0,9.4,0
7c9d575e-40bf-4ca2-b064-02bbe75680bb,acc_e49c7407,2026-07-26T04:17:09,30.226.244.249,USA,92.21,0,1,65.11,1.4162,10,0,306,0,1106,0,6.0,0
f9c9811c-3d67-490e-ba6f-9352c7f34447,acc_39c73efd,2026-07-09T01:09:42,64.128.93.150,USA,250.59,0,5,232.37,1.0784,8,1,23,0,289,0,9.4,0
0e745bd0-591c-4994-9921-ffd9caf3f87a,acc_f1bb62cc,2026-07-20T22:13:47,217.136.53.157,USA,18.45,0,2,25.88,0.7129,15,0,75,0,253,0,3.3,0
b8355ffe-8680-4e8b-ae49-0e45a8c26c17,acc_a0849a32,2026-08-02T21:36:19,181.30.180.174,USA,68.01,0,1,57.62,1.1803,17,0,7,0,394,0,5.9,0
7e63b27a-6671-4b2a-ba8a-29bb9603059a,acc_85b8b439,2026-07-13T08:03:20,221.108.7.5,USA,59.78,0,1,53.79,1.1114,15,0,179,0,604,0,5.1,0
f527ed6a-e3a2-42fd-ab7b-2f0d2a47452f,acc_284501e4,2026-07-28T05:26:58,47.75.100.25,USA,226.27,3,5,175.89,1.2864,7,0,449,0,520,0,10.2,0
55630ea5-2257-4830-acef-5a6ad1a59727,acc_7070191a,2026-08-01T07:22:53,144.36.53.106,USA,147.27,0,4,166.55,0.8842,14,0,146,0,968,0,8.3,0
1b1beaa3-b484-4efe-aa8d-16b030e8c669,acc_0058a481,2026-07-09T20:17:58,46.188.197.130,USA,61.93,2,6,80.89,0.7656,11,0,189,0,830,0,29.7,0
de6f7384-124f-4f60-9b8f-d52667f89de5,acc_6121f78b,2026-07-17T16:33:44,129.176.87.109,USA,57.17,0,1,71.89,0.7952,8,0,47,0,594,0,0.4,0
b5bcc264-d41e-4351-9934-8a889139d231,acc_83150d3c,2026-08-02T04:14:08,186.167.162.26,USA,88.64,1,5,108.48,0.8171,16,1,114,0,520,0,12.9,0
7bdfbf57-4279-4e8d-b367-4e987f87224c,acc_e0f7cf24,2026-07-06T23:52:12,55.253.221.172,USA,41.03,0,4,59.83,0.6858,23,1,137,0,617,0,1.4,0
fd7ee75c-f997-4697-afcd-df50a86de251,acc_9440204f,2026-07-13T09:19:43,90.157.96.56,USA,27.49,1,7,27.99,0.9821,16,0,86,0,572,0,19.7,0
ea71fc0e-efca-49d2-a58e-95243261f27c,acc_dc3e213c,2026-07-12T04:22:39,115.160.224.37,USA,95.41,0,4,73.55,1.2972,15,1,30,0,1152,0,1.4,0
d02dab14-02bc-43b7-80c1-ffb9244cc47b,acc_669d45d8,2026-07-08T10:37:31,179.95.172.1,USA,32.54,0,4,31.97,1.0178,11,0,169,0,864,1,26.3,0
7d4e6c7d-5a40-4f24-aaf8-e6e78aa06210,acc_af04cf52,2026-07-10T10:55:32,167.61.104.192,USA,79.6,0,3,61.97,1.2845,12,0,126,0,48,0,0.5,0
8ebed68f-d6da-4678-9a95-639177c5187c,acc_05780dbd,2026-08-03T09:12:05,220.39.148.138,USA,66.19,0,1,64.34,1.0288,13,0,210,0,540,0,11.7,0
5d4977ab-cd99-4276-a745-dd4fa211236b,acc_69c665e8,2026-07-27T00:47:58,57.33.196.145,USA,98.79,0,4,83.2,1.1874,8,0,250,0,923,0,9.7,0
0a7775af-0353-4678-bbba-9254c4c0c601,acc_9029c3ae,2026-07-08T00:56:09,67.142.224.201,USA,16.96,1,6,46.17,0.3673,6,0,29,0,250,0,0.7,0
ac0e7307-7ddc-4af6-ac95-adb1ffac54fd,acc_9d62fb50,2026-07-11T21:40:21,37.112.188.165,USA,36.25,1,4,52.46,0.691,6,0,30,0,555,0,0.6,0
e53b7727-b209-41cd-873e-45170b4967db,acc_cd12cef8,2026-07-18T12:39:53,10.1.65.69,QA,207.48,0,1,181.84,1.141,20,0,143,1,658,0,41.9,0
e5b7752e-d67e-4505-913c-e97381436ae0,acc_02ee5daa,2026-07-16T16:50:01,91.208.138.54,USA,61.32,0,0,68.36,0.897,15,0,122,0,874,0,20.4,0
b0bfec99-cc95-440d-b8c9-329f0fc544b6,acc_4b93693d,2026-07-27T02:14:09,105.141.171.142,USA,5805.73,2,8,105.92,54.8124,2,1,0,0,1,2,1328.6,1
48ae3a47-27af-4995-8e5a-5e092ccc181e,acc_3b547445,2026-07-07T10:29:02,7.196.177.232,USA,58.72,0,3,52.61,1.1161,11,0,55,0,888,0,1.8,0
2154bc04-b67b-4ed0-8f5f-753d1f474ea1,acc_87f936b7,2026-07-15T23:19:05,144.165.159.101,USA,90.22,1,1,60.28,1.4967,11,1,309,0,627,0,5.9,0
a9d52401-41e1-408c-8bb3-fbb2fd6314f2,acc_4339aefb,2026-07-30T09:56:39,123.171.133.133,USA,91.7,0,6,91.49,1.0023,7,0,111,0,1127,0,5.6,0
f7ace9a1-d9fd-4187-a3f4-385b6d4e4e0b,acc_742da3ab,2026-07-28T21:42:55,115.9.21.89,USA,54.69,0,2,37.04,1.4765,8,0,71,0,258,0,0.8,0
8091eeca-f81c-4f99-b5ea-4c0b2213a632,acc_1c3b328d,2026-07-22T23:53:27,58.11.247.84,USA,59.48,0,3,76.43,0.7782,8,1,143,0,662,0,14.5,0
35c70197-fc48-40b3-a08b-7e78d0a3a869,acc_3400b52f,2026-07-10T08:03:25,216.214.120.21,USA,20.61,0,1,45.25,0.4555,11,0,745,0,867,0,5.9,0
681e65b1-fcbb-4687-8ce0-846b0533b5dd,acc_8e4b3434,2026-07-24T08:35:12,208.44.125.66,ME,84.61,0,1,71.9,1.1768,7,1,80,1,1128,0,1.5,0
7bd71012-4ea7-41b8-a38a-dff95efd4941,acc_34d80825,2026-07-13T12:58:46,45.15.79.98,USA,39.18,2,6,35.59,1.1009,14,1,192,0,131,0,24.9,0
ea243563-d1d6-454d-b4ac-c1e6b957a41a,acc_ec68f3cd,2026-07-08T14:28:20,141.207.84.90,USA,83.22,0,2,66.4,1.2533,13,1,215,0,440,0,27.8,0
b9561caa-1405-4964-97df-6ee74019d361,acc_b8e3e31d,2026-07-16T03:17:05,160.61.202.108,USA,79.39,0,2,54.15,1.4661,7,0,138,0,224,0,0.4,0
266ed626-5723-4598-84bd-25ec6c027f26,acc_40695e2a,2026-07-16T05:57:47,194.27.175.31,USA,1371.65,4,5,68.78,19.9426,22,0,3,0,17,0,249.9,1
e08aded8-3c86-416c-a127-7b2f29036094,acc_d5cdcf84,2026-07-17T20:20:41,217.49.157.225,USA,19.26,0,2,25.59,0.7526,9,0,55,0,156,0,8.2,0
1a380e8e-29bc-4734-a929-66beebc095f5,acc_4049bfda,2026-07-17T08:58:58,107.137.174.79,USA,260.88,1,5,223.23,1.1687,6,0,36,0,933,0,14.1,0
5e48f8b3-19d6-4f82-a5b9-64540bfe68af,acc_093d20a7,2026-07-10T06:10:19,55.87.181.209,USA,27.85,0,3,26.09,1.0675,13,0,15,0,706,1,1.3,0
e92c5859-d861-4888-8b2c-99fd895b2651,acc_e83e6ae3,2026-07-15T13:07:18,219.222.145.81,USA,27.79,1,2,30.32,0.9166,16,0,30,0,844,0,8.7,0
bd344352-c582-430d-9bb4-d7bf33b90c47,acc_9a1683a8,2026-07-12T04:30:31,67.59.192.62,USA,76.39,1,5,103.98,0.7347,17,1,21,0,140,0,3.9,0
024fe411-17e3-493c-897d-fb0efe9a3f21,acc_a844bee7,2026-08-04T19:54:13,125.123.220.72,USA,34.76,0,0,50.26,0.6916,20,0,153,0,121,0,2.6,0
56f7a10e-cd9e-4a4c-8a72-cc66f02fcb8c,acc_76155609,2026-07-11T04:01:41,133.181.125.36,USA,75.29,0,1,45.89,1.6407,7,0,59,0,324,0,6.3,0
2cce4cce-6994-42ca-b738-381cd498736f,acc_62cc01fd,2026-07-07T10:35:53,130.209.114.193,USA,25.34,0,5,31.51,0.8042,18,0,171,0,577,0,5.6,0
9e3fd427-f44f-4085-803d-2fcf278c22c8,acc_e416a5b2,2026-08-01T13:13:39,27.119.92.84,USA,34.57,0,5,22.87,1.5116,14,1,98,0,418,0,17.9,0
93197351-c748-411e-bd81-f3b6f96e7a22,acc_fd7c9ed9,2026-07-07T10:02:51,51.254.195.19,USA,92.81,1,5,62.67,1.4809,18,1,5,0,335,0,1.9,0
897c4cd2-51ac-43ca-b6d6-f9972fccd207,acc_a5215cf3,2026-07-20T03:16:09,95.162.107.228,USA,17.06,0,1,18.29,0.9328,23,0,94,0,197,0,6.3,0
074b25ed-77a7-4c18-9d81-f2e6d78d54c1,acc_b7778e5d,2026-07-11T06:36:00,66.236.225.182,USA,130.04,1,6,203.1,0.6403,17,1,52,0,725,0,0.9,0
c55f673b-f068-4f14-8470-0eb4f18637f8,acc_887666c4,2026-07-31T11:27:13,194.52.65.156,USA,37.52,0,6,36.1,1.0393,18,0,162,0,105,0,18.6,0
995b5665-6a75-4862-a2ef-5535e2ddc4e5,acc_bb5fe1d4,2026-07-12T03:47:10,175.27.251.122,USA,48.02,0,4,33.08,1.4516,14,0,17,0,417,0,10.5,0
12a85ff7-bffb-4c83-98c8-018409943e76,acc_35cd2183,2026-07-28T05:33:23,176.241.84.243,USA,192.19,0,3,141.7,1.3563,13,1,33,0,130,0,10.1,0
ea75a15c-0a23-4833-8dc4-d323b6bbb550,acc_1e21d8ae,2026-07-14T08:06:40,124.156.195.120,USA,114.39,1,4,141.06,0.8109,12,0,50,0,953,0,2.4,0
45e6b44c-b471-460a-8e58-75f675a4777c,acc_76360550,2026-08-03T17:47:49,205.152.73.238,USA,118.0,0,0,83.83,1.4076,6,0,14,0,120,0,2.9,0
f7776d24-71e3-4506-ae3f-4391c550f3bb,acc_2bea1cd0,2026-07-24T03:55:00,145.27.2.242,USA,95.55,1,1,90.7,1.0535,11,0,36,0,586,0,1.4,0
1f3ec572-1527-42ac-9ddb-4f151eb85863,acc_c2ec8eb0,2026-07-30T13:07:09,142.101.85.242,USA,97.09,0,6,86.66,1.1204,12,0,14,0,833,0,7.0,0
63cc0716-6f21-4d4d-9148-d3bf60ba3923,acc_3418da9a,2026-07-17T12:43:09,141.108.187.246,USA,45.85,0,2,58.25,0.7871,22,0,165,0,1061,0,1.2,0
d19f6e6f-68c6-489f-aa0d-df66ef7b8c2f,acc_464b8384,2026-07-17T23:53:52,154.101.191.122,USA,49.84,1,4,59.8,0.8334,5,1,260,0,386,0,4.6,0
c11e6e19-2201-4a2f-a832-85b1431e5ca6,acc_ec481b55,2026-07-28T20:43:34,39.105.243.145,USA,137.63,0,1,93.21,1.4766,15,1,73,0,1110,0,16.0,0
bab20731-bfbf-4e07-b62d-e7d25cfe4e77,acc_eb9525da,2026-07-17T17:55:34,185.74.16.112,UY,455.6,2,4,85.27,5.343,3,0,7,1,59,1,287.9,1
f836a3b0-01e7-419c-9667-a724bfee7aef,acc_e60b0bad,2026-07-22T02:20:18,210.186.42.86,USA,43.4,1,5,61.1,0.7103,9,0,69,0,671,0,13.3,0
f74a57c7-df45-429a-92f8-bc43bb205cd6,acc_85fd477c,2026-07-31T14:13:01,100.39.153.154,USA,59.25,0,4,48.68,1.2171,18,1,76,0,487,0,1.2,0
3862f76c-a505-4584-b0c6-9cd0b7835134,acc_e332d25f,2026-07-21T03:49:33,175.181.142.125,USA,10.97,0,4,29.49,0.372,13,0,268,0,600,0,14.9,0
1df56402-492c-4612-97af-fdcd26a1ff29,acc_cb2440b5,2026-07-10T06:15:03,58.69.215.32,USA,57.76,0,3,48.78,1.1841,11,0,91,0,1037,0,9.2,0
69b94d10-458f-47f5-ae5a-1c48a610e441,acc_a3545b6a,2026-07-09T18:26:09,87.1.30.19,USA,31.42,2,5,45.59,0.6892,21,0,56,0,491,0,3.0,0
86c6855b-a041-4f85-966c-c616b14d63b3,acc_2341f030,2026-08-03T07:24:44,98.240.18.30,USA,196.49,1,4,127.01,1.547,21,1,112,0,1007,0,5.1,0
d95e3996-f9e8-450c-b81f-b565ed13d814,acc_4895928c,2026-07-27T17:29:43,223.60.156.11,USA,173.94,2,4,190.9,0.9112,17,1,5,0,244,0,5.6,0
63401d70-98d9-454a-aa7c-db3d41365dc1,acc_0df464e3,2026-07-30T12:23:57,37.29.136.187,USA,33.33,2,3,35.92,0.9279,8,0,54,0,716,0,0.1,0
c07b8191-36b1-49ed-a4ec-8ee8cc1f7a67,acc_c6ea8bf1,2026-07-07T16:20:31,18.21.209.250,USA,16.64,1,3,23.88,0.6968,12,0,323,0,258,0,3.1,0
d770d58e-bb32-4bde-b0c6-051e43d25a5b,acc_f562fc23,2026-07-31T23:03:14,12.225.202.66,USA,38.49,2,3,72.67,0.5297,8,1,952,0,398,0,2.9,0
259fa82a-dd7f-46df-b0d9-a84c606ca1d6,acc_54d8ee9e,2026-08-05T09:10:40,121.45.42.27,USA,15.55,1,2,33.69,0.4616,13,0,228,0,905,0,17.3,0
8aabc40b-d6b1-4c5a-9306-55b3bfa1bbd9,acc_e8af636f,2026-07-20T06:47:41,170.79.62.124,USA,97.17,3,4,92.29,1.0529,9,1,22,0,201,0,13.1,0
2ca4b37e-3ba9-4d7f-8e58-7744aa8dfc0c,acc_5330d948,2026-07-10T15:17:12,175.184.82.100,USA,63.85,0,3,81.21,0.7862,11,0,32,0,697,0,2.9,0
